"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","A_11102019","K_11082019"
"group_2333","","hypothetical protein","1","1","1","120","33","473","1","","347","347","347","","K_03913"
"group_2334","","hypothetical protein","1","1","1","134","609","471","3","","293","293","293","","K_03922"
"group_2335","","hypothetical protein","1","1","1","134","610","471","2","","104","104","104","","K_03923"
"pipB2_2","","Secreted effector protein PipB2","1","1","1","134","323","39","1","","1292","1292","1292","","K_03944"
"group_2337","","hypothetical protein","1","1","1","134","311","85","1","","503","503","503","","K_03956"
"group_2338","","hypothetical protein","1","1","1","134","303","179","1","","962","962","962","","K_03963"
"sopA","","E3 ubiquitin-protein ligase SopA","1","1","1","134","294","192","1","","1580","1580","1580","","K_03972"
"sorC","","Sorbitol operon regulator","1","1","1","134","276","566","1","","947","947","947","","K_03989"
"lvr","","Levodione reductase","1","1","1","134","275","566","2","","806","806","806","","K_03990"
"manX_3","","PTS system mannose-specific EIIAB component","1","1","1","134","274","566","3","","407","407","407","","K_03991"
"sorB","","Sorbose-specific phosphotransferase enzyme IIB component","1","1","1","134","273","566","4","","494","494","494","","K_03992"
"manY_2","","Mannose permease IIC component","1","1","1","134","259","566","7","","797","797","797","","K_03993"
"manZ_2","","Mannose permease IID component","1","1","1","134","260","566","6","","824","824","824","","K_03994"
"gutB_3","","Sorbitol dehydrogenase","1","1","1","134","261","566","5","","1229","1229","1229","","K_03995"
"sicA_2","","Chaperone protein SicA","1","1","1","85","2","590","1","","428","428","428","","K_04007"
"ipaB","","Invasin IpaB","1","1","1","85","3","590","2","","1781","1781","1781","","K_04008"
"group_2349","","hypothetical protein","1","1","1","85","4","590","3","","1151","1151","1151","","K_04009"
"sipD","","Cell invasion protein SipD","1","1","1","85","5","590","8","","1349","1349","1349","","K_04010"
"hilA_2","","Transcriptional regulator HilA","1","1","1","85","6","590","7","","1697","1697","1697","","K_04011"
"group_2352","","Invasin","1","1","1","85","7","590","6","","2495","2495","2495","","K_04012"
"group_2353","","hypothetical protein","1","1","1","85","8","590","5","","569","569","569","","K_04013"
"group_2354","","hypothetical protein","1","1","1","85","1","590","4","","908","908","908","","K_04014"
"group_2355","","hypothetical protein","1","1","1","113","1","627","1","","329","329","329","","K_04015"
"group_2356","","hypothetical protein","1","1","1","113","2","627","2","","3065","3065","3065","","K_04016"
"group_2357","","hypothetical protein","1","1","1","113","3","627","3","","317","317","317","","K_04017"
"group_2358","","hypothetical protein","1","1","1","113","4","627","4","","386","386","386","","K_04018"
"group_2359","","hypothetical protein","1","1","1","113","5","627","5","","743","743","743","","K_04019"
"group_2360","","hypothetical protein","1","1","1","113","6","627","6","","401","401","401","","K_04020"
"group_2361","","hypothetical protein","1","1","1","113","7","627","7","","578","578","578","","K_04021"
"group_2362","","hypothetical protein","1","1","1","113","8","627","8","","275","275","275","","K_04022"
"group_2363","","hypothetical protein","1","1","1","113","9","627","9","","323","323","323","","K_04023"
"clpP_2","","ATP-dependent Clp protease proteolytic subunit","1","1","1","113","10","627","10","","2027","2027","2027","","K_04024"
"group_2365","","hypothetical protein","1","1","1","113","11","627","18","","1508","1508","1508","","K_04025"
"group_2366","","hypothetical protein","1","1","1","113","12","627","17","","212","212","212","","K_04026"
"group_2367","","hypothetical protein","1","1","1","113","13","627","16","","2102","2102","2102","","K_04027"
"group_2368","","hypothetical protein","1","1","1","113","14","627","15","","494","494","494","","K_04028"
"group_2369","","hypothetical protein","1","1","1","113","15","627","14","","167","167","167","","K_04029"
"group_2370","","hypothetical protein","1","1","1","113","16","627","13","","206","206","206","","K_04030"
"group_2371","","hypothetical protein","1","1","1","113","17","627","12","","410","410","410","","K_04031"
"group_2372","","hypothetical protein","1","1","1","113","18","627","11","","173","173","173","","K_04032"
"group_2373","","hypothetical protein","1","1","1","113","53","607","2","","497","497","497","","K_04034"
"rrrD_3","","Lysozyme RrrD","1","1","1","113","52","607","3","","533","533","533","","K_04035"
"group_2375","","hypothetical protein","1","1","1","113","51","607","4","","287","287","287","","K_04036"
"group_2376","","hypothetical protein","1","1","1","113","50","607","5","","206","206","206","","K_04037"
"group_2377","","hypothetical protein","1","1","1","113","49","607","6","","119","119","119","","K_04038"
"cspB","","Cold shock-like protein CspB","1","1","1","113","48","607","7","","215","215","215","","K_04039"
"cspG_2","","Cold shock-like protein CspG","1","1","1","113","47","607","8","","212","212","212","","K_04040"
"group_2380","","hypothetical protein","1","1","1","113","46","607","9","","752","752","752","","K_04041"
"group_2381","","hypothetical protein","1","1","1","113","45","607","10","","1049","1049","1049","","K_04042"
"group_2382","","hypothetical protein","1","1","1","113","44","607","11","","251","251","251","","K_04043"
"group_2383","","hypothetical protein","1","1","1","113","43","607","1","","212","212","212","","K_04044"
"group_2384","","hypothetical protein","1","1","1","67","1","512","4","","962","962","962","","K_04047"
"group_2385","","hypothetical protein","1","1","1","67","2","512","3","","1571","1571","1571","","K_04048"
"group_2386","","hypothetical protein","1","1","1","67","3","512","2","","839","839","839","","K_04049"
"vgrG1_2","","Actin cross-linking toxin VgrG1","1","1","1","67","4","512","1","","1850","1850","1850","","K_04050"
"group_2388","","hypothetical protein","1","1","1","114","45","383","2","","1424","1424","1424","","K_04051"
"group_2389","","hypothetical protein","1","1","1","114","46","383","1","","2099","2099","2099","","K_04052"
"group_2390","","hypothetical protein","1","1","1","114","51","108","1","","329","329","329","","K_04056"
"hcpA_2","","Major exported protein","1","1","1","133","291","625","5","","338","338","338","","K_04059"
"group_2392","","hypothetical protein","1","1","1","133","292","625","6","","503","503","503","","K_04060"
"group_2393","","hypothetical protein","1","1","1","133","293","625","7","","1484","1484","1484","","K_04061"
"group_2394","","hypothetical protein","1","1","1","133","294","625","8","","425","425","425","","K_04062"
"group_2395","","hypothetical protein","1","1","1","133","295","625","9","","1841","1841","1841","","K_04063"
"group_2396","","hypothetical protein","1","1","1","133","296","625","10","","1049","1049","1049","","K_04064"
"group_2397","","hypothetical protein","1","1","1","133","297","625","11","","1280","1280","1280","","K_04065"
"group_2398","","hypothetical protein","1","1","1","133","298","625","12","","524","524","524","","K_04066"
"group_2399","","hypothetical protein","1","1","1","133","299","625","13","","1346","1346","1346","","K_04067"
"rhsA","","putative deoxyribonuclease RhsA","1","1","1","107","15","535","4","","1220","1220","1220","A_01224",""
"group_2400","","hypothetical protein","1","1","1","133","300","625","14","","773","773","773","","K_04068"
"clpB_2","","Chaperone protein ClpB","1","1","1","133","301","625","15","","2732","2732","2732","","K_04069"
"group_2402","","hypothetical protein","1","1","1","133","302","625","16","","743","743","743","","K_04070"
"group_2403","","hypothetical protein","1","1","1","133","303","625","17","","1442","1442","1442","","K_04071"
"group_2404","","hypothetical protein","1","1","1","133","304","625","18","","3527","3527","3527","","K_04072"
"group_2405","","hypothetical protein","1","1","1","133","305","625","3","","1358","1358","1358","","K_04073"
"hcpA_3","","Major exported protein","1","1","1","133","306","625","2","","479","479","479","","K_04074"
"group_2407","","hypothetical protein","1","1","1","133","307","625","1","","785","785","785","","K_04075"
"group_2408","ycgJ","putative methyltransferase YcgJ","1","1","1","99","9","178","1","","770","770","770","","K_04103"
"group_2409","manC1_1","Mannose-1-phosphate guanylyltransferase 1","1","1","1","135","732","633","1","","1397","1397","1397","","K_04109"
"group_241","","hypothetical protein","1","1","1","117","11","420","1","","272","272","272","A_01081",""
"group_2410","","hypothetical protein","1","1","1","135","733","633","2","","1202","1202","1202","","K_04110"
"group_2411","","hypothetical protein","1","1","1","135","734","633","24","","1004","1004","1004","","K_04111"
"galF","","UTP--glucose-1-phosphate uridylyltransferase","1","1","1","135","735","633","23","","893","893","893","","K_04112"
"group_2413","","hypothetical protein","1","1","1","135","736","633","22","","1394","1394","1394","","K_04113"
"pimB","","GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase","1","1","1","135","737","633","21","","1220","1220","1220","","K_04114"
"group_2415","","hypothetical protein","1","1","1","135","738","633","20","","1280","1280","1280","","K_04115"
"wzxC","","Lipopolysaccharide biosynthesis protein WzxC","1","1","1","135","739","633","19","","1478","1478","1478","","K_04116"
"wcaJ","","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase","1","1","1","135","740","633","18","","1394","1394","1394","","K_04117"
"algC","","Phosphomannomutase/phosphoglucomutase","1","1","1","135","741","633","17","","1370","1370","1370","","K_04118"
"manC1_2","","Mannose-1-phosphate guanylyltransferase 1","1","1","1","135","742","633","16","","1436","1436","1436","","K_04119"
"group_242","","hypothetical protein","1","1","1","128","6","81","1","","857","857","857","A_03068",""
"kanE","","Alpha-D-kanosaminyltransferase","1","1","1","135","743","633","15","","1223","1223","1223","","K_04120"
"gmm","","GDP-mannose mannosyl hydrolase","1","1","1","135","744","633","14","","482","482","482","","K_04121"
"fcl","","GDP-L-fucose synthase","1","1","1","135","745","633","13","","965","965","965","","K_04122"
"gmd","","GDP-mannose 4,6-dehydratase","1","1","1","135","746","633","12","","1121","1121","1121","","K_04123"
"group_2424","","Putative acetyltransferase","1","1","1","135","747","633","11","","548","548","548","","K_04124"
"group_2425","","putative glycosyltransferase","1","1","1","135","748","633","10","","746","746","746","","K_04125"
"group_2426","","hypothetical protein","1","1","1","135","749","633","9","","1217","1217","1217","","K_04126"
"group_2427","","hypothetical protein","1","1","1","135","750","633","8","","1217","1217","1217","","K_04127"
"cysE_2","","Serine acetyltransferase","1","1","1","135","751","633","7","","488","488","488","","K_04128"
"wfgD","","UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD","1","1","1","135","752","633","6","","839","839","839","","K_04129"
"wzc","","Tyrosine-protein kinase wzc","1","1","1","135","753","633","5","","2162","2162","2162","","K_04130"
"wzb","","Low molecular weight protein-tyrosine-phosphatase Wzb","1","1","1","135","754","633","4","","443","443","443","","K_04131"
"group_2432","","hypothetical protein","1","1","1","135","755","633","3","","1139","1139","1139","","K_04132"
"group_2433","","hypothetical protein","1","1","1","135","728","511","4","","545","545","545","","K_04161"
"group_2434","","hypothetical protein","1","1","1","135","729","511","3","","527","527","527","","K_04162"
"group_2435","","hypothetical protein","1","1","1","135","730","511","2","","2759","2759","2759","","K_04163"
"group_2436","","hypothetical protein","1","1","1","135","731","511","1","","530","530","530","","K_04164"
"group_2437","","hypothetical protein","1","1","1","135","798","329","2","","425","425","425","","K_04171"
"group_2438","","hypothetical protein","1","1","1","135","799","329","1","","425","425","425","","K_04172"
"group_2439","","hypothetical protein","1","1","1","135","812","525","1","","1034","1034","1034","","K_04181"
"group_2440","","hypothetical protein","1","1","1","135","813","525","2","","1364","1364","1364","","K_04182"
"group_2441","","hypothetical protein","1","1","1","135","814","525","3","","977","977","977","","K_04183"
"group_2442","","hypothetical protein","1","1","1","135","815","525","5","","320","320","320","","K_04184"
"group_2443","","hypothetical protein","1","1","1","135","816","525","4","","155","155","155","","K_04185"
"group_2444","","hypothetical protein","1","1","1","135","852","199","1","","281","281","281","","K_04220"
"group_2445","","hypothetical protein","1","1","1","135","856","25","1","","3797","3797","3797","","K_04223"
"group_2446","","hypothetical protein","1","1","1","135","860","462","3","","305","305","305","","K_04226"
"group_2447","","hypothetical protein","1","1","1","135","726","208","1","","788","788","788","","K_04232"
"mlrA","","HTH-type transcriptional regulator MlrA","1","1","1","135","871","51","1","","731","731","731","","K_04238"
"group_2449","","hypothetical protein","1","1","1","125","6","221","1","","254","254","254","","K_04305"
"group_2450","","hypothetical protein","1","1","1","125","8","551","4","","1022","1022","1022","","K_04312"
"group_2451","","putative ABC transporter permease protein","1","1","1","125","7","551","5","","980","980","980","","K_04313"
"group_2452","","putative ABC transporter ATP-binding protein","1","1","1","125","61","551","6","","758","758","758","","K_04314"
"tam_2","","Trans-aconitate 2-methyltransferase","1","1","1","125","62","551","3","","812","812","812","","K_04315"
"nadC_2","","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","1","1","1","125","63","551","2","","854","854","854","","K_04316"
"cirA_2","","Colicin I receptor","1","1","1","125","64","551","1","","1970","1970","1970","","K_04317"
"group_2456","","hypothetical protein","1","1","1","125","56","285","1","","152","152","152","","K_04323"
"slrP_2","","E3 ubiquitin-protein ligase SlrP","1","1","1","125","55","285","2","","1436","1436","1436","","K_04324"
"group_2458","","hypothetical protein","1","1","1","125","32","74","1","","983","983","983","","K_04346"
"group_2459","","hypothetical protein","1","1","1","125","18","597","1","","155","155","155","","K_04355"
"group_2460","","hypothetical protein","1","1","1","125","17","597","2","","758","758","758","","K_04356"
"group_2461","","putative periplasmic iron-binding protein","1","1","1","125","16","597","9","","914","914","914","","K_04357"
"group_2462","","putative ABC transporter ATP-binding protein","1","1","1","125","15","597","8","","827","827","827","","K_04358"
"mntB_1","","Manganese transport system membrane protein MntB","1","1","1","125","14","597","7","","857","857","857","","K_04359"
"mntB_2","","Manganese transport system membrane protein MntB","1","1","1","125","13","597","6","","857","857","857","","K_04360"
"group_2465","","hypothetical protein","1","1","1","125","12","597","5","","293","293","293","","K_04361"
"group_2466","","hypothetical protein","1","1","1","125","11","597","4","","278","278","278","","K_04362"
"group_2467","","hypothetical protein","1","1","1","125","10","597","3","","527","527","527","","K_04363"
"group_2468","","hypothetical protein","1","1","1","95","7","580","1","","152","152","152","","K_04370"
"group_2469","","hypothetical protein","1","1","1","95","8","580","2","","467","467","467","","K_04371"
"rrrD_4","","Lysozyme RrrD","1","1","1","95","9","580","3","","497","497","497","","K_04372"
"group_2471","","hypothetical protein","1","1","1","95","10","580","4","","215","215","215","","K_04373"
"ompD_2","","Outer membrane porin protein OmpD","1","1","1","95","11","580","5","","1082","1082","1082","","K_04374"
"group_2473","","hypothetical protein","1","1","1","95","13","580","6","","383","383","383","","K_04375"
"espC","","Serine protease EspC","1","1","1","105","1","435","1","","569","569","569","","K_04382"
"group_2475","","hypothetical protein","1","1","1","133","195","227","1","","254","254","254","","K_04411"
"yhaI","","Inner membrane protein YhaI","1","1","1","133","180","123","1","","356","356","356","","K_04427"
"group_2477","","hypothetical protein","1","1","1","133","166","132","1","","1187","1187","1187","","K_04441"
"group_2478","","hypothetical protein","1","1","1","133","11","315","2","","719","719","719","","K_04477"
"group_2479","","hypothetical protein","1","1","1","133","10","315","1","","530","530","530","","K_04478"
"group_2480","mreC","Cell shape-determining protein MreC","1","1","1","133","49","218","1","","1016","1016","1016","","K_04560"
"group_2481","","hypothetical protein","1","1","1","133","21","58","1","","290","290","290","","K_04577"
"entD","","Enterobactin synthase component D","1","1","1","135","9","355","1","","743","743","743","","K_04587"
"group_2483","","hypothetical protein","1","1","1","135","12","2","1","","218","218","218","","K_04590"
"ybdO_1","","putative HTH-type transcriptional regulator YbdO","1","1","1","135","31","217","1","","902","902","902","","K_04609"
"group_2485","","hypothetical protein","1","1","1","135","1258","153","1","","89","89","89","","K_04614"
"esiB_2","","Secretory immunoglobulin A-binding protein EsiB","1","1","1","135","38","584","6","","977","977","977","","K_04648"
"group_2487","","hypothetical protein","1","1","1","135","39","584","7","","707","707","707","","K_04649"
"group_2488","","hypothetical protein","1","1","1","135","40","584","5","","1427","1427","1427","","K_04650"
"esiB_3","","Secretory immunoglobulin A-binding protein EsiB","1","1","1","135","41","584","4","","554","554","554","","K_04651"
"group_2490","","hypothetical protein","1","1","1","135","42","584","3","","707","707","707","","K_04652"
"group_2491","","hypothetical protein","1","1","1","135","43","584","2","","1451","1451","1451","","K_04653"
"hscC","","Chaperone protein HscC","1","1","1","135","44","584","1","","1670","1670","1670","","K_04654"
"group_2493","","hypothetical protein","1","1","1","135","47","212","1","","263","263","263","","K_04668"
"group_2494","","hypothetical protein","1","1","1","135","48","71","1","","494","494","494","","K_04684"
"group_2495","","hypothetical protein","1","1","1","135","1187","421","1","","353","353","353","","K_04691"
"group_2496","","hypothetical protein","1","1","1","135","1186","421","3","","272","272","272","","K_04692"
"group_2497","","hypothetical protein","1","1","1","135","1185","421","2","","407","407","407","","K_04693"
"group_2498","papD_2","Chaperone protein PapD","1","1","1","135","1174","234","1","","731","731","731","","K_04704"
"gcvA_2","","Glycine cleavage system transcriptional activator","1","1","1","135","1160","614","12","","905","905","905","","K_04717"
"btuR_2","","Cob(I)yrinic acid a,c-diamide adenosyltransferase","1","1","1","135","1159","614","11","","602","602","602","","K_04718"
"fumA_2","","Fumarate hydratase class I, aerobic","1","1","1","135","1158","614","10","","1652","1652","1652","","K_04719"
"dctA_2","","C4-dicarboxylate transport protein","1","1","1","135","1157","614","9","","1280","1280","1280","","K_04720"
"group_2503","","hypothetical protein","1","1","1","135","1156","614","8","","317","317","317","","K_04721"
"group_2504","","hypothetical protein","1","1","1","135","1155","614","7","","1370","1370","1370","","K_04722"
"group_2505","","Methylaspartate ammonia-lyase","1","1","1","135","1154","614","6","","1241","1241","1241","","K_04723"
"glmE","","Glutamate mutase epsilon subunit","1","1","1","135","1153","614","5","","1445","1445","1445","","K_04724"
"group_2507","","hypothetical protein","1","1","1","135","1152","614","4","","1388","1388","1388","","K_04725"
"glmS_2","","Glutamate mutase sigma subunit","1","1","1","135","1151","614","3","","449","449","449","","K_04726"
"group_2509","","hypothetical protein","1","1","1","135","1150","614","2","","422","422","422","","K_04727"
"group_2510","","hypothetical protein","1","1","1","135","1149","614","1","","944","944","944","","K_04728"
"xerD_8","","Tyrosine recombinase XerD","1","1","1","135","93","642","15","","1070","1070","1070","","K_04767"
"group_2512","","hypothetical protein","1","1","1","135","92","642","16","","344","344","344","","K_04768"
"group_2513","","hypothetical protein","1","1","1","135","91","642","17","","854","854","854","","K_04769"
"group_2514","","hypothetical protein","1","1","1","135","90","642","18","","209","209","209","","K_04770"
"group_2515","","hypothetical protein","1","1","1","135","89","642","19","","485","485","485","","K_04771"
"group_2516","","hypothetical protein","1","1","1","135","88","642","20","","614","614","614","","K_04772"
"group_2517","","hypothetical protein","1","1","1","135","87","642","21","","293","293","293","","K_04773"
"group_2518","","hypothetical protein","1","1","1","135","86","642","22","","383","383","383","","K_04774"
"group_2519","","hypothetical protein","1","1","1","135","85","642","23","","605","605","605","","K_04775"
"group_2520","","hypothetical protein","1","1","1","135","84","642","24","","170","170","170","","K_04776"
"group_2521","","hypothetical protein","1","1","1","135","83","642","25","","170","170","170","","K_04777"
"group_2522","","hypothetical protein","1","1","1","135","82","642","26","","470","470","470","","K_04778"
"group_2523","","hypothetical protein","1","1","1","135","81","642","27","","299","299","299","","K_04779"
"group_2524","","hypothetical protein","1","1","1","135","80","642","28","","119","119","119","","K_04780"
"group_2525","","hypothetical protein","1","1","1","135","79","642","29","","368","368","368","","K_04781"
"group_2526","","putative HTH-type transcriptional regulator","1","1","1","135","78","642","30","","716","716","716","","K_04782"
"group_2527","","hypothetical protein","1","1","1","135","77","642","31","","194","194","194","","K_04783"
"group_2528","","hypothetical protein","1","1","1","135","76","642","32","","278","278","278","","K_04784"
"group_2529","","hypothetical protein","1","1","1","135","75","642","33","","161","161","161","","K_04785"
"group_2530","","hypothetical protein","1","1","1","135","74","642","34","","890","890","890","","K_04786"
"dnaB_2","","Replicative DNA helicase","1","1","1","135","73","642","35","","1436","1436","1436","","K_04787"
"group_2532","","hypothetical protein","1","1","1","135","72","642","36","","206","206","206","","K_04788"
"group_2533","","hypothetical protein","1","1","1","135","71","642","37","","308","308","308","","K_04789"
"group_2534","","hypothetical protein","1","1","1","135","70","642","38","","185","185","185","","K_04790"
"group_2535","","hypothetical protein","1","1","1","135","69","642","39","","185","185","185","","K_04791"
"group_2536","","hypothetical protein","1","1","1","135","68","642","40","","170","170","170","","K_04792"
"group_2537","","hypothetical protein","1","1","1","135","67","642","41","","611","611","611","","K_04793"
"group_2538","","hypothetical protein","1","1","1","135","66","642","42","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","206","206","206","","K_04794"
"pphA_2","","Serine/threonine-protein phosphatase 1","1","1","1","135","65","642","43","","671","671","671","","K_04795"
"group_2540","","hypothetical protein","1","1","1","135","64","642","44","","518","518","518","","K_04796"
"group_2541","","hypothetical protein","1","1","1","135","63","642","45","","323","323","323","","K_04797"
"group_2542","","hypothetical protein","1","1","1","135","62","642","46","","476","476","476","","K_04798"
"group_2543","","hypothetical protein","1","1","1","135","61","642","47","","392","392","392","","K_04799"
"clpP_3","","ATP-dependent Clp protease proteolytic subunit","1","1","1","135","60","642","48","","560","560","560","","K_04800"
"group_2545","","hypothetical protein","1","1","1","135","59","642","49","","548","548","548","","K_04801"
"group_2546","","hypothetical protein","1","1","1","135","58","642","50","","350","350","350","","K_04802"
"group_2547","","hypothetical protein","1","1","1","135","57","642","51","","494","494","494","","K_04803"
"group_2548","","hypothetical protein","1","1","1","135","56","642","52","","1733","1733","1733","","K_04804"
"group_2549","","hypothetical protein","1","1","1","135","55","642","53","","182","182","182","","K_04805"
"group_2550","","hypothetical protein","1","1","1","135","54","642","54","","1241","1241","1241","","K_04806"
"group_2551","","hypothetical protein","1","1","1","135","665","642","55","","650","650","650","","K_04807"
"group_2552","","hypothetical protein","1","1","1","135","666","642","56","","1205","1205","1205","","K_04808"
"group_2553","","hypothetical protein","1","1","1","135","667","642","57","","200","200","200","","K_04809"
"group_2554","","hypothetical protein","1","1","1","135","668","642","58","","323","323","323","","K_04810"
"group_2555","","hypothetical protein","1","1","1","135","669","642","59","","410","410","410","","K_04811"
"group_2556","","hypothetical protein","1","1","1","135","670","642","60","","506","506","506","","K_04812"
"group_2557","","hypothetical protein","1","1","1","135","671","642","61","","560","560","560","","K_04813"
"group_2558","","hypothetical protein","1","1","1","135","672","642","62","","170","170","170","","K_04814"
"group_2559","","hypothetical protein","1","1","1","135","673","642","14","","1496","1496","1496","","K_04815"
"group_2560","","hypothetical protein","1","1","1","135","674","642","13","","356","356","356","","K_04816"
"group_2561","","hypothetical protein","1","1","1","135","675","642","12","","269","269","269","","K_04817"
"group_2562","","hypothetical protein","1","1","1","135","676","642","11","","1832","1832","1832","","K_04818"
"group_2563","","hypothetical protein","1","1","1","135","677","642","10","","1325","1325","1325","","K_04819"
"group_2564","","hypothetical protein","1","1","1","135","678","642","9","","1079","1079","1079","","K_04820"
"group_2565","","hypothetical protein","1","1","1","135","679","642","8","","548","548","548","","K_04821"
"group_2566","","hypothetical protein","1","1","1","135","680","642","7","","425","425","425","","K_04822"
"group_2567","","hypothetical protein","1","1","1","135","681","642","6","","1058","1058","1058","","K_04823"
"group_2568","","hypothetical protein","1","1","1","135","682","642","5","","584","584","584","","K_04824"
"group_2569","","hypothetical protein","1","1","1","135","683","642","4","","932","932","932","","K_04825"
"group_2570","","hypothetical protein","1","1","1","135","684","642","3","","404","404","404","","K_04826"
"group_2571","","hypothetical protein","1","1","1","135","685","642","2","","1475","1475","1475","","K_04827"
"group_2572","","hypothetical protein","1","1","1","135","686","642","1","","917","917","917","","K_04828"
"group_2573","","hypothetical protein","1","1","1","135","651","133","1","","389","389","389","","K_04843"
"group_2574","","Oligosaccharide 4-alpha-D-glucosyltransferase","1","1","1","135","98","454","1","","2363","2363","2363","","K_04877"
"exuT_2","","Hexuronate transporter","1","1","1","135","97","454","2","","1301","1301","1301","","K_04878"
"cytR_2","","HTH-type transcriptional repressor CytR","1","1","1","135","96","454","3","","1103","1103","1103","","K_04879"
"ulaA_2","","Ascorbate-specific permease IIC component UlaA","1","1","1","135","101","425","3","","1325","1325","1325","","K_04921"
"group_2578","ulaB_2","Ascorbate-specific phosphotransferase enzyme IIB component","1","1","1","135","100","425","2","","320","320","320","","K_04922"
"group_2579","","Arylsulfatase","1","1","1","135","99","425","1","","1481","1481","1481","","K_04923"
"ybjP","","putative lipoprotein YbjP","1","1","1","135","571","397","1","","515","515","515","","K_04929"
"group_2581","","hypothetical protein","1","1","1","135","570","397","2","","1802","1802","1802","","K_04930"
"group_2582","","hypothetical protein","1","1","1","135","172","182","1","","197","197","197","","K_04998"
"group_2583","","hypothetical protein","1","1","1","135","162","","","","284","284","284","","K_05009"
"group_2584","","hypothetical protein","1","1","1","114","1","264","2","","422","422","422","","K_05011"
"group_2585","","hypothetical protein","1","1","1","114","2","264","1","","740","740","740","","K_05012"
"group_2586","","hypothetical protein","1","1","1","114","39","506","1","","395","395","395","","K_05016"
"group_2587","","hypothetical protein","1","1","1","114","38","506","2","","1025","1025","1025","","K_05017"
"group_2588","","hypothetical protein","1","1","1","114","37","506","3","","332","332","332","","K_05018"
"group_2589","","hypothetical protein","1","1","1","104","16","168","1","","422","422","422","","K_05026"
"group_2590","","hypothetical protein","1","1","1","104","26","616","13","","434","434","434","","K_05028"
"group_2591","","hypothetical protein","1","1","1","104","27","616","12","","266","266","266","","K_05029"
"group_2592","","hypothetical protein","1","1","1","104","15","616","11","","389","389","389","","K_05030"
"group_2593","","hypothetical protein","1","1","1","104","14","616","10","","926","926","926","","K_05031"
"group_2594","","hypothetical protein","1","1","1","104","13","616","9","","182","182","182","","K_05032"
"group_2595","","hypothetical protein","1","1","1","104","12","616","8","","251","251","251","","K_05033"
"group_2596","","hypothetical protein","1","1","1","104","11","616","7","","848","848","848","","K_05034"
"group_2597","","hypothetical protein","1","1","1","104","10","616","6","","335","335","335","","K_05035"
"group_2598","","hypothetical protein","1","1","1","104","9","616","5","","332","332","332","","K_05036"
"group_2599","","hypothetical protein","1","1","1","104","8","616","4","","2711","2711","2711","","K_05037"
"group_2600","","hypothetical protein","1","1","1","104","7","616","3","","395","395","395","","K_05038"
"group_2601","","hypothetical protein","1","1","1","104","6","616","2","","539","539","539","","K_05039"
"group_2602","","hypothetical protein","1","1","1","104","5","616","1","","773","773","773","","K_05040"
"gadB_1","","Glutamate decarboxylase beta","1","1","1","117","46","","","","1292","1292","1292","","K_00245"
"gadB_2","","Glutamate decarboxylase beta","1","1","1","128","17","","","","1292","1292","1292","","K_00690"
"group_268","","hypothetical protein","1","1","1","115","18","","","","161","161","161","A_01270",""
"group_269","","hypothetical protein","1","1","1","129","3","5","1","","113","113","113","A_01560",""
"group_2698","","Insertion element uncharacterized 12.0 kDa protein","1","1","1","110","12","613","2","","326","326","326","A_00170",""
"group_2699","","Insertion element uncharacterized 12.0 kDa protein","1","1","1","108","20","427","1","","326","326","326","A_03853",""
"klcA_4","","Antirestriction protein KlcA","1","1","1","73","3","522","5","","335","335","335","A_02791",""
"klcA_5","","Antirestriction protein KlcA","1","1","1","131","284","561","1","","335","335","335","A_04586",""
"group_2726","","hypothetical protein","1","1","1","135","861","462","2","","89","89","89","","K_04227"
"group_2727","","hypothetical protein","1","1","1","135","862","462","1","","89","89","89","","K_04228"
"manC1_1","","Mannose-1-phosphate guanylyltransferase 1","1","1","1","120","29","491","3","","1415","1415","1415","A_01041",""
"group_2760","manC1_2","Mannose-1-phosphate guanylyltransferase 1","1","1","1","48","2","389","2","Investigate","1415","1415","1415","A_01783",""
"group_2765","","hypothetical protein","1","1","1","80","3","565","3","","374","374","374","","K_02776"
"group_2766","","hypothetical protein","1","1","1","90","1","603","5","","374","374","374","","K_02783"
"group_2777","","hypothetical protein","1","1","1","97","8","628","12","","338","338","338","A_00586",""
"group_2778","","hypothetical protein","1","1","1","66","4","494","2","","338","338","338","A_01598",""
"group_2901","","hypothetical protein","1","1","1","98","16","488","1","","332","332","332","","K_02481"
"group_2902","","hypothetical protein","1","1","1","112","50","641","57","","332","332","332","","K_02542"
"group_2941","","putative type I restriction enzymeP M protein","1","1","1","17","1","319","2","Investigate","1556","1556","1556","A_01318",""
"group_2942","","putative type I restriction enzymeP M protein","1","1","1","94","12","612","1","","1556","1556","1556","A_03720",""
"group_3056","","hypothetical protein","1","1","1","77","1","546","1","","275","275","275","A_00825",""
"group_3057","","hypothetical protein","1","1","1","64","1","496","4","","275","275","275","A_00831",""
